reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
3,39,2021-06-27,15,5,10.0,0.0,0.0,588,2
24,79,2021-03-26,282,64,109.0,106.0,3.0,1766,423
52,79,2021-03-26,209,36,128.0,44.0,1.0,1880,392
94,89,2021-05-14,13,0,5.0,8.0,0.0,181,78
27,0,2021-01-10,1804,167,,,,10476,2840
53,0,2021-04-06,809,119,466.0,190.0,34.0,5891,1360
28,39,2021-02-06,15,6,,,,280,4
1,79,2021-06-22,25,5,11.0,9.0,0.0,242,92
11,89,2021-07-22,300,16,66.0,214.0,4.0,16873,6908
84,59,2021-01-05,274,49,,,,3263,141
75,0,2021-01-14,1192,153,,,,8484,1946
3,0,2020-12-26,29,5,,,,1947,67
93,69,2021-06-27,188,37,36.0,113.0,2.0,7459,716
52,29,2020-03-27,3,0,,,,11,0
11,9,2021-03-28,15,2,10.0,3.0,0.0,778,3
76,59,2020-12-03,83,29,,,,1171,39
53,19,2021-07-25,1,0,1.0,0.0,0.0,89,0
93,49,2021-04-21,160,42,85.0,29.0,4.0,2654,39
53,19,2021-06-21,1,0,1.0,0.0,0.0,87,0
24,19,2021-03-24,1,0,0.0,0.0,1.0,52,0
1,90,2021-05-09,4,0,3.0,1.0,0.0,35,17
52,39,2021-05-03,23,3,19.0,0.0,1.0,518,3
32,59,2021-04-13,370,125,194.0,48.0,3.0,3938,237
94,90,2020-12-30,3,0,,,,29,20
32,0,2021-05-08,3040,585,1671.0,770.0,14.0,34311,8621
32,19,2021-01-27,5,0,,,,172,1
53,69,2021-02-25,86,15,,,,729,92
27,79,2020-12-07,418,83,,,,1765,420
32,0,2021-05-27,2372,423,1228.0,708.0,13.0,36212,8996
94,49,2021-06-23,1,0,0.0,0.0,1.0,65,2
93,89,2021-07-12,155,7,26.0,121.0,1.0,8049,3302
75,49,2021-05-12,41,20,20.0,1.0,0.0,1101,23
3,39,2021-03-19,2,0,2.0,0.0,0.0,460,1
94,89,2021-02-13,17,0,,,,113,54
3,29,2021-07-06,10,2,8.0,0.0,0.0,547,3
32,59,2021-07-28,98,16,41.0,38.0,3.0,5252,318
28,79,2021-07-28,80,7,33.0,40.0,0.0,3049,753
32,89,2021-03-19,836,28,513.0,295.0,0.0,6111,2736
44,39,2021-02-08,51,4,,,,1033,24
6,49,2021-01-15,0,0,,,,78,7
44,29,2020-12-14,12,1,,,,519,2
32,89,2021-02-22,830,27,,,,5401,2407
93,90,2021-06-25,95,1,28.0,66.0,0.0,3544,1875
94,49,2021-01-28,0,0,,,,44,2
76,79,2021-03-26,398,100,197.0,100.0,1.0,3390,740
32,9,2021-02-28,4,0,,,,211,0
84,59,2020-12-15,276,62,,,,3015,128
93,39,2021-06-13,18,2,9.0,6.0,1.0,2126,13
24,9,2021-04-15,1,0,0.0,0.0,1.0,69,0
4,89,2021-06-20,22,0,11.0,11.0,0.0,161,66
93,59,2021-06-20,120,37,27.0,51.0,5.0,5535,212
76,79,2021-01-12,319,52,,,,2293,487
44,0,2021-02-14,2536,305,,,,26645,7673
44,90,2021-06-05,123,0,66.0,57.0,0.0,3375,2086
4,9,2021-07-06,0,0,0.0,0.0,0.0,27,0
1,59,2021-05-06,30,12,15.0,2.0,1.0,225,16
27,9,2021-04-30,0,0,0.0,0.0,0.0,77,0
24,90,2021-06-09,45,0,11.0,34.0,0.0,1292,729
6,49,2021-02-15,19,2,,,,90,9
1,89,2021-01-10,12,0,,,,92,44
27,49,2021-02-01,41,6,,,,777,17
3,9,2020-12-06,0,0,,,,114,0
53,79,2021-07-20,65,6,30.0,17.0,12.0,1549,318
6,39,2021-01-31,7,0,,,,81,0
4,39,2021-08-01,13,3,10.0,0.0,0.0,243,7
84,69,2020-12-08,657,181,,,,3903,442
28,29,2021-02-10,10,3,,,,166,0
1,49,2021-04-19,8,3,4.0,1.0,0.0,124,7
27,39,2021-08-02,7,1,4.0,1.0,1.0,761,10
1,69,2021-04-22,40,8,29.0,3.0,0.0,243,56
76,49,2021-03-23,57,20,29.0,7.0,1.0,1064,22
76,29,2021-07-18,7,0,5.0,1.0,1.0,622,5
4,0,2021-03-17,158,60,81.0,17.0,0.0,1034,97
93,9,2021-04-11,4,0,3.0,1.0,0.0,252,0
6,79,2021-08-04,0,0,0.0,0.0,0.0,129,33
76,19,2021-07-19,5,0,4.0,1.0,0.0,200,0
3,49,2021-04-22,7,2,4.0,1.0,0.0,327,4
24,59,2020-12-08,58,12,,,,549,31
76,89,2021-05-01,424,19,227.0,174.0,4.0,4187,1690
84,79,2021-04-16,983,211,567.0,194.0,11.0,9371,2301
32,90,2021-08-04,65,1,31.0,33.0,0.0,3358,1948
93,89,2021-06-23,208,8,41.0,158.0,1.0,7980,3294
27,19,2021-06-01,4,1,3.0,0.0,0.0,194,0
52,79,2020-12-04,189,39,,,,1002,198
24,89,2020-03-18,4,2,,,,0,0
27,90,2020-03-23,31,0,,,,19,12
53,69,2021-02-12,92,17,,,,678,88
2,79,2020-12-05,8,3,,,,60,11
28,9,2021-06-12,4,0,3.0,1.0,0.0,76,0
52,89,2021-05-26,111,3,63.0,44.0,1.0,3190,1136
4,59,2021-07-18,28,11,13.0,4.0,0.0,448,29
75,59,2021-02-03,96,26,,,,1141,61
76,89,2021-01-26,562,36,,,,2563,1009
93,9,2021-05-05,7,0,6.0,1.0,0.0,274,0
27,59,2021-01-06,102,26,,,,1050,56
24,19,2021-04-04,2,0,1.0,0.0,1.0,55,0
3,0,2021-01-12,33,4,,,,2017,70
94,79,2021-05-24,11,2,0.0,7.0,2.0,205,49
6,89,2021-02-23,7,0,,,,41,16
53,0,2021-01-27,660,41,,,,3907,877
93,59,2021-03-12,282,81,,,,3715,146
11,89,2021-03-08,1410,83,,,,12476,5288
3,29,2021-04-11,2,0,1.0,0.0,1.0,463,3
75,0,2021-05-21,993,175,524.0,287.0,7.0,16149,3711
3,90,2021-02-06,0,0,,,,10,1
32,69,2021-07-09,198,38,85.0,72.0,3.0,6916,1136
4,0,2021-06-29,147,32,82.0,33.0,0.0,2015,244
94,9,2021-03-21,0,0,0.0,0.0,0.0,11,0
52,9,2021-06-10,5,1,4.0,0.0,0.0,67,0
93,79,2021-07-26,168,26,42.0,98.0,2.0,8355,1842
11,39,2020-12-25,101,13,,,,3530,70
84,79,2021-04-02,913,193,520.0,184.0,16.0,8845,2170
93,59,2021-07-10,85,23,18.0,38.0,6.0,5588,221
53,19,2021-07-13,1,0,1.0,0.0,0.0,89,0
11,89,2021-03-01,1369,64,,,,12200,5111
44,79,2021-07-29,106,6,55.0,45.0,0.0,8030,2418
75,9,2021-05-17,3,0,3.0,0.0,0.0,101,0
53,49,2020-03-20,2,0,,,,1,0
93,69,2021-06-25,190,37,39.0,112.0,2.0,7458,715
3,59,2021-02-04,3,1,,,,226,14
24,90,2021-02-18,162,1,,,,876,531
94,29,2021-05-13,0,0,0.0,0.0,0.0,22,0
75,9,2021-06-25,0,0,0.0,0.0,0.0,114,0
4,90,2021-01-15,0,0,,,,7,0
94,9,2021-08-01,0,0,0.0,0.0,0.0,12,0
27,69,2021-05-20,139,42,59.0,30.0,8.0,3086,419
2,79,2021-07-11,6,1,4.0,1.0,0.0,163,25
52,0,2021-03-05,762,76,,,,8832,2059
44,39,2020-12-13,36,6,,,,847,23
76,39,2020-12-12,15,4,,,,425,3
2,79,2021-03-06,4,2,,,,80,12
32,39,2021-08-04,31,9,16.0,5.0,1.0,1836,27
28,9,2020-12-22,2,0,,,,34,0
75,59,2021-02-24,97,27,,,,1286,71
75,79,2021-05-13,271,59,126.0,85.0,1.0,3095,727
53,89,2021-07-07,84,0,36.0,39.0,9.0,1854,697
27,90,2021-01-07,316,2,,,,1170,699
2,49,2021-01-05,1,0,,,,49,1
32,29,2021-02-21,24,4,,,,667,3
28,69,2021-02-25,199,35,,,,1497,252
6,69,2021-06-18,2,1,1.0,0.0,0.0,194,32
32,79,2021-05-27,553,109,265.0,176.0,3.0,7324,2075
28,19,2021-03-22,4,1,3.0,0.0,0.0,47,0
27,79,2021-01-29,448,71,,,,2695,669
53,9,2021-03-26,2,1,1.0,0.0,0.0,49,0
27,69,2020-12-28,232,50,,,,1509,217
75,0,2021-05-27,851,147,425.0,273.0,6.0,16381,3767
76,9,2021-03-19,1,0,0.0,1.0,0.0,136,0
32,9,2021-02-08,2,0,,,,196,0
6,9,2021-07-05,0,0,0.0,0.0,0.0,31,0
6,69,2021-03-17,23,8,15.0,0.0,0.0,165,21
3,49,2021-05-29,9,2,6.0,1.0,0.0,374,4
94,49,2021-01-06,1,0,,,,42,2
2,49,2021-04-26,10,3,7.0,0.0,0.0,89,7
3,79,2021-02-01,10,3,,,,132,19
24,49,2021-04-16,43,11,28.0,4.0,0.0,673,14
28,90,2020-12-26,198,0,,,,525,326
24,39,2021-02-16,9,2,,,,290,3
1,29,2021-01-17,0,0,,,,20,0
11,69,2021-04-03,1426,517,705.0,188.0,16.0,13673,2279
94,49,2021-05-20,2,0,1.0,0.0,1.0,62,2
28,29,2021-01-21,7,2,,,,156,0
3,29,2021-01-30,5,0,,,,443,3
11,29,2021-07-20,35,4,16.0,10.0,5.0,3820,35
24,90,2021-05-24,77,0,26.0,51.0,0.0,1253,717
2,49,2021-03-04,1,1,,,,52,1
11,59,2021-06-14,425,138,142.0,129.0,16.0,15625,1159
1,79,2021-02-13,8,3,,,,149,57
2,59,2021-06-01,8,2,5.0,1.0,0.0,162,9
84,19,2021-02-02,13,0,,,,267,0
75,19,2020-12-12,2,0,,,,70,0
84,0,2021-07-10,688,72,226.0,365.0,25.0,51549,11668
93,9,2021-07-01,2,0,1.0,1.0,0.0,309,0
24,9,2020-12-29,0,0,,,,48,0
6,59,2021-03-07,19,5,,,,167,12
76,90,2021-05-16,149,1,77.0,71.0,0.0,2025,1163
27,19,2021-07-03,3,1,1.0,1.0,0.0,199,0
6,9,2020-12-10,0,0,,,,20,0
44,39,2021-07-07,9,1,5.0,2.0,1.0,1681,32
11,79,2020-03-20,359,104,,,,47,27
76,89,2021-02-10,610,37,,,,2868,1163
2,9,2021-05-19,0,0,0.0,0.0,0.0,1,0
44,9,2021-04-10,3,0,3.0,0.0,0.0,234,1
52,19,2021-02-08,0,0,,,,53,0
94,9,2021-07-24,0,0,0.0,0.0,0.0,11,0
32,59,2021-07-12,114,27,46.0,38.0,3.0,5204,314
1,39,2021-03-19,1,0,1.0,0.0,0.0,65,2
53,39,2021-01-23,11,0,,,,176,2
76,49,2021-06-12,29,8,13.0,8.0,0.0,1589,31
75,89,2020-12-14,443,18,,,,1609,632
24,79,2021-01-05,220,48,,,,1101,250
2,49,2021-02-08,1,1,,,,51,1
1,90,2021-02-13,3,0,,,,23,8
24,0,2020-12-30,876,111,,,,5480,1318
11,69,2021-01-24,735,176,,,,10464,1791
76,39,2020-12-03,16,6,,,,412,3
53,90,2021-07-27,37,0,17.0,18.0,2.0,792,432
32,0,2020-12-21,2490,248,,,,16686,4146
28,69,2021-01-21,203,29,,,,1199,198
2,89,2021-03-16,2,0,2.0,0.0,0.0,49,13
84,19,2021-04-05,19,2,11.0,2.0,4.0,350,0
6,59,2021-04-15,2,2,0.0,0.0,0.0,201,16
3,90,2021-02-15,0,0,,,,10,1
52,29,2021-01-28,5,0,,,,214,0
3,9,2021-02-03,0,0,,,,121,0
2,9,2021-07-05,0,0,0.0,0.0,0.0,1,0
6,0,2021-03-27,63,17,44.0,0.0,2.0,1168,115
6,69,2021-08-02,0,0,0.0,0.0,0.0,196,32
2,0,2021-05-17,69,11,49.0,9.0,0.0,741,92
76,89,2021-06-30,129,3,44.0,82.0,0.0,4635,1819
6,90,2021-01-18,0,0,,,,2,1
6,79,2021-07-08,0,0,0.0,0.0,0.0,129,33
32,29,2021-02-07,18,0,,,,623,2
3,90,2021-07-16,1,0,1.0,0.0,0.0,19,8
2,0,2021-06-25,15,6,4.0,5.0,0.0,820,98
84,9,2021-07-02,1,0,1.0,0.0,0.0,325,0
6,0,2020-03-19,0,0,,,,0,0
44,9,2021-06-08,0,0,0.0,0.0,0.0,260,1
44,69,2021-07-30,80,19,34.0,27.0,0.0,7061,1104
94,59,2020-12-10,3,2,,,,77,5
52,49,2021-04-17,43,9,33.0,0.0,1.0,730,18
1,0,2021-03-11,28,7,,,,858,183
1,9,2021-07-19,0,0,0.0,0.0,0.0,28,0
3,9,2021-03-20,0,0,0.0,0.0,0.0,122,0
75,29,2021-02-18,6,1,,,,298,2
1,79,2020-12-22,11,1,,,,135,55
76,29,2021-05-29,11,1,9.0,0.0,1.0,566,3
24,90,2021-01-26,188,1,,,,738,450
24,39,2021-04-23,26,6,18.0,2.0,0.0,433,2
84,59,2021-05-03,427,119,258.0,41.0,9.0,5608,255
93,9,2020-12-05,6,1,,,,153,0
94,69,2021-04-25,11,5,1.0,5.0,0.0,160,21
94,79,2021-05-31,10,1,1.0,6.0,2.0,205,49
53,49,2021-01-21,17,4,,,,250,5
75,69,2021-04-05,219,80,104.0,34.0,1.0,2126,237
3,29,2021-01-24,1,0,,,,438,3
84,29,2021-03-25,27,2,23.0,0.0,2.0,1120,9
6,29,2021-05-16,1,1,0.0,0.0,0.0,179,1
44,79,2021-01-18,757,129,,,,4897,1560
24,0,2021-03-22,1018,155,445.0,405.0,13.0,8602,2159
32,49,2021-04-20,193,58,122.0,12.0,1.0,2363,50
76,29,2021-03-24,14,1,12.0,0.0,1.0,433,4
6,29,2021-04-26,2,1,1.0,0.0,0.0,176,1
1,19,2021-02-01,0,0,,,,9,0
11,39,2021-07-31,93,18,56.0,12.0,7.0,7109,112
52,69,2021-05-16,128,40,61.0,27.0,0.0,1905,224
27,90,2021-04-10,167,2,106.0,59.0,0.0,1967,1029
52,69,2021-01-18,98,27,,,,1060,129
24,0,2021-01-12,943,113,,,,5846,1429
52,29,2020-12-28,6,0,,,,186,0
28,39,2021-01-23,18,2,,,,261,4
84,49,2021-01-22,90,16,,,,1994,42
27,79,2020-12-08,422,74,,,,1789,424
27,59,2021-06-20,33,3,14.0,13.0,3.0,2052,129
76,69,2020-12-18,175,67,,,,1684,179
52,90,2021-07-22,17,0,7.0,10.0,0.0,1597,732
27,49,2021-04-17,47,11,29.0,2.0,5.0,1027,22
4,0,2021-07-19,152,42,80.0,30.0,0.0,2208,272
93,0,2020-12-06,2438,350,,,,16435,2936
84,79,2020-12-22,1062,174,,,,5665,1345
6,29,2021-01-19,1,1,,,,86,0
11,49,2021-01-10,178,39,,,,5355,218
75,89,2021-01-15,405,18,,,,2065,825
93,19,2020-03-23,5,0,,,,17,0
24,29,2020-12-14,6,0,,,,122,0
24,79,2021-07-07,71,14,20.0,35.0,2.0,2518,571
84,29,2021-01-23,27,3,,,,911,6
4,89,2021-03-17,21,3,15.0,3.0,0.0,77,21
2,49,2021-04-25,10,4,6.0,0.0,0.0,89,6
32,69,2021-01-28,401,96,,,,3508,585
52,90,2021-07-30,15,0,8.0,7.0,0.0,1601,735
93,9,2021-07-29,11,3,8.0,0.0,0.0,327,0
84,89,2021-03-30,864,22,562.0,273.0,7.0,9950,4149
94,0,2021-07-10,26,2,2.0,17.0,5.0,955,206
76,9,2021-03-30,2,0,1.0,1.0,0.0,140,0
32,0,2021-01-30,2530,286,,,,20651,5284
53,89,2021-06-02,128,0,60.0,59.0,9.0,1796,688
4,19,2021-07-14,0,0,0.0,0.0,0.0,51,1
24,90,2020-12-08,164,0,,,,479,313
44,19,2021-03-31,2,0,2.0,0.0,0.0,205,0
24,39,2021-07-13,4,3,0.0,1.0,0.0,531,3
84,69,2020-12-11,639,178,,,,3991,447
24,69,2021-08-04,46,12,8.0,26.0,0.0,2203,256
24,69,2021-07-04,54,11,11.0,32.0,0.0,2177,251
94,29,2021-06-20,0,0,0.0,0.0,0.0,23,0
27,59,2021-04-01,107,13,70.0,17.0,7.0,1542,103
84,49,2021-06-03,76,17,44.0,12.0,3.0,3500,79
27,29,2021-04-22,14,3,10.0,1.0,0.0,447,4
4,59,2021-06-21,23,8,10.0,5.0,0.0,398,28
1,69,2021-01-21,7,2,,,,182,44
2,59,2021-03-25,4,1,3.0,0.0,0.0,90,3
84,69,2021-05-10,611,180,305.0,115.0,11.0,7791,956
52,49,2021-06-28,10,5,4.0,1.0,0.0,954,20
94,89,2020-12-05,11,0,,,,87,47
6,59,2021-07-06,0,0,0.0,0.0,0.0,208,16
2,0,2021-05-20,66,14,43.0,9.0,0.0,750,93
24,39,2021-01-01,9,1,,,,231,2
27,39,2021-03-04,20,4,,,,479,8
6,89,2020-03-20,0,0,,,,0,0
52,19,2021-06-18,3,0,1.0,1.0,1.0,93,0
94,89,2021-07-19,4,0,1.0,3.0,0.0,191,80
11,79,2020-12-23,1042,169,,,,9597,2742
6,19,2021-04-15,0,0,0.0,0.0,0.0,51,1
27,29,2020-03-19,1,1,,,,6,0
93,79,2021-06-14,301,64,64.0,171.0,2.0,8159,1810
6,79,2020-12-10,0,0,,,,47,9
93,49,2021-02-25,100,24,,,,1915,29
6,19,2020-12-13,0,0,,,,26,0
11,19,2021-04-07,34,2,24.0,2.0,6.0,754,4
52,90,2021-01-01,193,1,,,,719,383
11,29,2021-04-28,129,21,86.0,7.0,15.0,3204,34
28,29,2021-03-08,11,4,,,,177,0
24,9,2021-06-28,0,0,0.0,0.0,0.0,88,0
75,0,2021-04-01,1180,223,654.0,298.0,5.0,13111,3180
1,0,2021-04-16,110,21,73.0,15.0,1.0,988,217
24,90,2020-12-03,140,2,,,,463,301
3,29,2021-04-04,0,0,0.0,0.0,0.0,463,3
53,90,2020-12-10,88,1,,,,282,157
28,79,2020-12-29,255,29,,,,1239,318
75,59,2021-01-08,71,14,,,,984,47
75,0,2020-12-26,1141,150,,,,7616,1657
75,19,2021-07-02,0,0,0.0,0.0,0.0,142,0
32,49,2021-03-21,142,46,83.0,12.0,1.0,1885,44
53,59,2021-05-31,58,19,29.0,6.0,4.0,1023,40
52,59,2021-01-14,38,8,,,,731,36
27,19,2021-06-08,4,1,2.0,1.0,0.0,196,0
44,89,2021-07-09,111,3,57.0,50.0,1.0,8749,4098
44,69,2021-01-09,430,94,,,,4091,646
93,0,2020-03-24,545,133,,,,435,26
76,79,2021-07-03,121,17,37.0,64.0,3.0,4548,1003
94,90,2020-03-23,6,0,,,,2,1
3,90,2021-04-23,2,0,2.0,0.0,0.0,10,4
52,19,2021-06-05,2,0,2.0,0.0,0.0,89,0
94,9,2021-02-08,0,0,,,,11,0
84,0,2021-01-15,3811,397,,,,30385,7346
28,29,2021-03-09,11,4,,,,180,0
28,49,2021-01-01,21,3,,,,381,19
52,0,2021-06-15,306,53,131.0,119.0,3.0,13090,2710
93,39,2021-01-17,29,0,,,,1163,6
2,49,2020-12-08,2,0,,,,46,1
44,49,2021-04-16,139,38,90.0,9.0,2.0,2223,76
24,59,2021-03-03,78,18,,,,908,46
27,0,2021-04-21,1365,210,801.0,334.0,20.0,17141,4428
94,69,2021-02-18,13,4,,,,110,15
94,89,2021-06-20,5,0,1.0,4.0,0.0,189,80
93,89,2021-03-29,818,37,404.0,375.0,2.0,6489,2759
6,59,2021-01-12,0,0,,,,91,6
6,19,2021-06-12,1,0,1.0,0.0,0.0,52,1
3,39,2021-03-04,3,0,,,,457,1
27,89,2021-07-25,95,1,35.0,57.0,2.0,4931,2010
28,19,2021-01-17,4,0,,,,31,0
52,9,2021-07-20,3,0,3.0,0.0,0.0,71,0
76,69,2021-03-26,281,108,120.0,50.0,3.0,2726,323
94,59,2020-12-21,2,2,,,,79,5
84,0,2020-12-07,5098,550,,,,23972,5681
75,39,2021-03-28,18,6,10.0,2.0,0.0,503,2
11,29,2021-04-30,128,26,81.0,7.0,14.0,3233,34
28,0,2021-06-28,586,63,250.0,272.0,1.0,14355,3368
44,79,2021-04-15,626,141,364.0,113.0,8.0,6916,2152
52,79,2021-06-21,61,10,19.0,30.0,2.0,2544,515
28,79,2021-04-13,367,82,176.0,109.0,0.0,2356,591
93,90,2021-03-24,317,5,137.0,175.0,0.0,2928,1601
27,79,2021-04-15,345,55,196.0,92.0,2.0,3755,923
11,19,2020-12-07,35,4,,,,455,4
32,49,2021-05-19,150,49,86.0,14.0,1.0,2779,64
32,9,2021-03-14,5,0,5.0,0.0,0.0,223,0
6,19,2021-03-11,3,1,,,,45,1
11,9,2021-06-26,7,3,4.0,0.0,0.0,971,3
4,19,2021-05-14,2,0,2.0,0.0,0.0,41,1
94,39,2021-06-15,1,0,0.0,1.0,0.0,52,1
3,29,2021-05-22,9,0,9.0,0.0,0.0,486,3
2,79,2020-03-21,1,0,,,,0,0
28,39,2021-04-17,25,10,11.0,3.0,1.0,415,8
32,0,2021-04-17,3495,698,1953.0,827.0,17.0,31191,7921
28,79,2020-03-25,68,24,,,,5,3
4,0,2021-05-02,159,38,94.0,27.0,0.0,1466,161
76,29,2021-04-26,14,2,12.0,0.0,0.0,517,3
76,90,2021-07-19,39,2,12.0,25.0,0.0,2185,1198
4,69,2021-05-14,29,6,19.0,4.0,0.0,340,42
44,79,2021-02-19,588,99,,,,5744,1816
52,90,2021-07-05,20,0,7.0,13.0,0.0,1587,731
93,79,2021-02-12,905,154,,,,4987,1107
27,79,2021-05-27,183,33,79.0,71.0,0.0,4231,1037
4,29,2021-04-18,2,0,2.0,0.0,0.0,100,1
4,19,2020-12-13,1,0,,,,23,1
75,39,2020-12-15,13,2,,,,315,2
6,0,2021-02-25,178,22,,,,865,83
76,89,2021-01-10,431,23,,,,2336,902
52,59,2021-04-09,81,25,47.0,9.0,0.0,1129,55
32,69,2021-03-24,627,207,309.0,108.0,3.0,4735,792
84,49,2021-04-21,185,49,123.0,9.0,4.0,2948,64
2,59,2020-12-18,3,0,,,,80,3
76,59,2020-12-18,64,20,,,,1237,42
28,0,2021-04-21,1544,225,818.0,498.0,3.0,11572,2920
28,39,2020-03-26,8,2,,,,5,0
27,49,2021-05-31,22,5,8.0,5.0,4.0,1199,23
28,79,2021-03-29,311,64,151.0,94.0,2.0,2175,546
53,0,2021-03-04,666,62,,,,4906,1176
94,29,2021-07-09,0,0,0.0,0.0,0.0,23,0
11,90,2021-08-01,149,2,46.0,101.0,0.0,7924,4055
75,69,2021-04-20,253,100,116.0,35.0,2.0,2342,254
75,39,2021-01-16,27,1,,,,367,2
28,89,2021-04-25,376,7,207.0,162.0,0.0,2909,1162
27,79,2021-01-16,475,79,,,,2411,609
75,49,2021-05-06,57,21,34.0,2.0,0.0,1068,22
84,29,2021-05-30,16,6,10.0,0.0,0.0,1413,11
28,59,2021-01-20,73,12,,,,785,54
1,29,2021-04-17,0,0,0.0,0.0,0.0,24,0
11,90,2020-03-21,162,3,,,,11,13
84,89,2021-02-20,1011,31,,,,8932,3701
53,49,2021-07-09,13,2,5.0,3.0,3.0,638,9
84,29,2021-02-28,15,0,,,,1038,9
4,90,2021-07-17,6,0,4.0,2.0,0.0,29,22
28,69,2021-01-24,210,29,,,,1216,200
52,79,2020-12-16,191,33,,,,1083,216
94,59,2021-02-10,2,0,,,,88,5
32,0,2021-04-30,3366,664,1877.0,812.0,13.0,33185,8391
52,39,2021-04-24,16,5,11.0,0.0,0.0,493,3
27,89,2021-05-29,187,4,82.0,100.0,1.0,4772,1984
28,19,2021-07-03,1,0,1.0,0.0,0.0,91,0
53,89,2021-05-04,225,2,147.0,66.0,10.0,1647,647
3,59,2021-01-16,10,2,,,,206,13
52,29,2021-04-01,15,2,12.0,1.0,0.0,284,0
1,9,2021-07-23,1,0,1.0,0.0,0.0,28,0
11,19,2021-07-28,14,0,11.0,0.0,3.0,1060,4
75,0,2020-03-24,263,69,,,,78,16
94,59,2021-01-22,2,0,,,,84,5
32,89,2021-06-29,331,10,142.0,179.0,0.0,8149,3560
27,69,2021-07-03,52,7,22.0,19.0,4.0,3256,434
52,0,2020-12-24,913,78,,,,5904,1267
84,29,2020-12-03,25,1,,,,760,4
76,59,2021-02-14,134,31,,,,1593,54
93,89,2021-03-19,829,34,403.0,389.0,3.0,6244,2665
75,79,2020-12-14,301,64,,,,1342,290
4,29,2021-01-25,1,0,,,,71,1
6,49,2021-02-25,22,3,,,,121,10
76,0,2021-02-05,1854,276,,,,12435,2769
1,69,2021-06-24,24,8,7.0,9.0,0.0,358,80
27,39,2021-06-24,7,1,2.0,1.0,3.0,737,10
53,89,2021-02-11,264,2,,,,1111,430
84,79,2021-04-12,1012,211,602.0,188.0,11.0,9159,2265
53,49,2021-06-16,15,2,8.0,2.0,3.0,632,9
52,79,2021-01-05,197,24,,,,1202,258
75,29,2021-05-17,14,2,9.0,2.0,1.0,449,2
94,29,2021-06-24,0,0,0.0,0.0,0.0,23,0
24,89,2021-02-01,339,13,,,,1644,714
27,49,2021-04-07,44,12,25.0,2.0,5.0,976,22
4,39,2020-12-28,4,0,,,,70,1
2,9,2021-06-10,0,0,0.0,0.0,0.0,1,0
27,90,2021-06-03,85,0,38.0,47.0,0.0,2198,1127
44,29,2021-03-07,13,2,,,,691,2
11,90,2021-02-20,688,4,,,,5623,2964
44,89,2021-07-11,110,3,56.0,50.0,1.0,8749,4099
3,69,2021-05-10,27,6,17.0,4.0,0.0,286,26
28,90,2020-12-29,194,1,,,,539,338
2,39,2021-01-14,0,0,,,,25,3
4,9,2020-03-24,0,0,,,,0,0
94,19,2021-03-01,0,0,,,,4,0
11,59,2021-07-10,226,58,61.0,97.0,10.0,15893,1193
6,90,2021-04-21,0,0,0.0,0.0,0.0,5,1
93,19,2021-07-25,2,0,2.0,0.0,0.0,429,0
3,49,2021-01-06,3,0,,,,275,3
94,69,2021-04-28,14,5,3.0,5.0,1.0,160,21
94,0,2021-05-28,40,6,6.0,23.0,5.0,932,205
4,90,2021-06-17,6,0,4.0,2.0,0.0,24,15
2,19,2021-03-07,0,0,,,,4,0
11,0,2021-04-10,7950,1736,4165.0,1953.0,96.0,79556,17478
3,39,2021-07-12,9,2,7.0,0.0,0.0,617,4
3,49,2021-04-14,7,0,6.0,1.0,0.0,322,4
44,29,2021-04-26,27,6,16.0,1.0,4.0,836,3
6,69,2020-12-15,0,0,,,,85,12
6,29,2021-01-10,0,0,,,,85,0
75,19,2021-07-19,2,1,1.0,0.0,0.0,144,0
28,9,2021-04-24,3,0,2.0,1.0,0.0,57,0
4,49,2021-04-16,25,4,13.0,8.0,0.0,172,5
1,29,2020-12-20,0,0,,,,17,0
84,59,2021-06-28,105,26,37.0,38.0,4.0,6306,288
93,89,2021-01-02,840,49,,,,3700,1494
11,0,2021-03-02,5208,858,,,,66774,14994
2,90,2021-03-26,1,0,1.0,0.0,0.0,9,7
76,69,2021-06-06,150,52,51.0,44.0,3.0,3738,415
94,9,2021-01-15,0,0,,,,11,0
6,89,2020-12-19,1,0,,,,29,5
6,79,2020-03-27,0,0,,,,0,0
44,89,2021-04-10,656,37,409.0,207.0,3.0,7662,3741
84,9,2021-02-04,1,0,,,,210,0
93,29,2021-06-08,18,4,7.0,5.0,2.0,1324,6
3,69,2020-03-23,0,0,,,,0,0
1,89,2021-01-09,12,0,,,,92,44
32,0,2021-02-24,2783,375,,,,23451,6081
94,89,2020-03-23,20,1,,,,1,3
53,49,2021-06-07,25,4,15.0,2.0,4.0,617,9
53,89,2021-02-17,259,1,,,,1157,457
44,59,2021-06-30,74,17,29.0,25.0,3.0,4876,327
75,29,2021-04-13,19,2,15.0,0.0,2.0,388,2
6,59,2021-03-22,9,3,6.0,0.0,0.0,186,14
24,19,2021-01-14,1,0,,,,43,0
94,90,2021-06-18,3,0,0.0,3.0,0.0,83,43
28,39,2021-01-19,19,3,,,,252,4
11,59,2021-05-06,1052,356,543.0,141.0,12.0,14140,1067
6,89,2021-05-05,1,0,1.0,0.0,0.0,62,29
44,79,2021-07-28,113,7,59.0,47.0,0.0,8023,2419
